,history,response,speaker,knowledge_base,dialogue_id,corrupted_response,corrupt_entity,original_entity,hallucination_tags,corrupt_relation,corrupt_history
10809,"['Do you like John Grisham ?', 'Yes , I like Him', 'Can you tell me more about him ?', 'He Wrote The Firm', 'What genre is it ?', 'Drama', 'I like drama . Can you recommend any others ?', 'X.X has DRAMA GENRE', 'Who wrote it ?']",Sue Grafton,assistant,"{'paths': [['Sue Grafton', '~written_by', 'X'], ['X', 'has_genre', 'Drama']], 'render': 'Sue Grafton wrote X. X has genre Drama'}",4630,j is for judgment (kinsey millhone #10),['J is for Judgment (Kinsey Millhone #10)'],['Sue Grafton'],"['B-HALLUC', 'I-HALLUC', 'I-HALLUC', 'I-HALLUC', 'I-HALLUC', 'I-HALLUC', 'I-HALLUC', 'I-HALLUC', 'I-HALLUC', 'L-HALLUC']",['written_by'],"['Do you like John Grisham ?', 'Yes , I like Him', 'Can you tell me more about him ?', 'He Wrote The Firm', 'What genre is it ?', 'Drama', 'I like drama . Can you recommend any others ?', 'X.X has DRAMA GENRE', 'Who wrote it ?']"
12831,"['can you recommend movies like crazy , stupid , love ?']","Sure . That starred Julianne Moore and she is also in Magnolia , which is a similar film .",assistant,"{'paths': [['Crazy, Stupid, Love.', 'starred_actors', 'Julianne Moore'], ['Julianne Moore', '~starred_actors', 'Magnolia (Film)']], 'render': 'Crazy, Stupid, Love. is starring Julianne Moore. Julianne Moore starred in Magnolia (Film)'}",5716,"sure . that starred delaware and she is also in ernest borgnine , which is a similar film .","['Ernest Borgnine', 'Delaware']","['Magnolia', 'Julianne Moore']","['O', 'O', 'O', 'O', 'U-HALLUC', 'O', 'O', 'O', 'O', 'O', 'B-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",['is-a'],"['can you recommend movies like crazy , stupid , love ?']"
1479,['What do you think about Maroon 5 ?'],I love them ! I especially love Adam Levine . How about you ?,assistant,"{'paths': [['Maroon 5', '~Member of', 'Adam Levine']], 'render': 'Maroon 5 : `~Member of`: Adam Levine'}",5735,i love them ! i especially love armin mueller - stahl . how about you ?,['Armin Mueller - Stahl'],['Adam Levine'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HALLUC', 'I-HALLUC', 'I-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'O', 'O']",['Country of nationality'],['What do you think about Maroon 5 ?']
4497,"['I think Lady Gaga has a great voice .', 'I love lady Gaga . From Acting to Music .', 'What films has she been in ?', 'The Muppets was a musical comedy she did . But , A star is born is her latest .', ""I had no idea she was in The Muppets and I 've never heard of A Star is Born . What is that about ?""]",A romantic drama produced by her co star Bradley cooper .,assistant,"{'paths': [['Lady Gaga', '~starred_actors', 'The Muppets (Musical comedy Film)']], 'render': 'Lady Gaga starred in The Muppets (Musical comedy Film)'}",4803,a romantic drama produced by her co star the giving tree .,['The Giving Tree'],['Bradley cooper'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HALLUC', 'I-HALLUC', 'L-HALLUC', 'O']",,
8065,['I like The Hobbit : An Unexpected Journey . Do you have any recommendations that are similar ?'],"Of it 's genres , do you prefer Fantasy or Adventure ?",assistant,"{'paths': [['The Hobbit: An Unexpected Journey', 'has_genre', 'Fantasy']], 'render': 'The Hobbit: An Unexpected Journey has genre Fantasy'}",5117,"of it 's genres , do you prefer an american carol or adventure ?",['An American Carol'],['Fantasy'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HALLUC', 'I-HALLUC', 'L-HALLUC', 'O', 'O', 'O']",['has_genre'],
10322,"['Could you recommend some movies that star the actor , Paul Sorvino ?']",Paul Sorvino starred in The Stuff and The Rocketeer .,assistant,"{'paths': [['Paul Sorvino', '~starred_actors', 'The Stuff']], 'render': 'Paul Sorvino starred in The Stuff'}",4307,paul sorvino starred in danny aiello and the rocketeer .,['Danny Aiello'],['The Stuff'],"['O', 'O', 'O', 'O', 'B-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'O']",['starred_actors'],"['Could you recommend some movies that star the actor , Paul Sorvino ?']"
477,"['I love the movie Batman Begins , do you know of anything similar ?', 'Do you like the it because of the genre or some of the actors in the movie like Morgan Freeman and Michael Caine ?', 'Mainly for the genre .', 'Gone Baby Gone is similar and also stars Morgan Freeman , I think you would enjoy it .', ""I 'll check it out , what other movies is Morgan Freeman in ?""]","Morgan Freeman has had quite a career ! The Long Way Home , Shawshank Redemption are just two of a long list .",assistant,"{'paths': [['The Long Way Home (History Film)', 'starred_actors', 'Morgan Freeman']], 'render': 'The Long Way Home (History Film) is starring Morgan Freeman'}",4663,"unicorn has had quite a career ! the long way home , shawshank redemption are just two of a long list .",['Unicorn'],['Morgan Freeman'],"['U-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",['starred_actors'],"['i love the movie batman begins , do you know of anything similar ?', 'Do you like the it because of the genre or some of the actors in the movie like Morgan Freeman and Michael Caine ?', 'Mainly for the genre .', 'gone baby gone is similar and also stars morgan freeman , i think you would enjoy it .', ""I 'll check it out , what other movies is Morgan Freeman in ?""]"
893,['Do you know who is Jordan Spieth ?'],"Sure , He 's an athlete , a professional golfer from Dallas , Texas .",assistant,"{'paths': [['Jordan Spieth', '~has_person', 'Dallas']], 'render': 'Jordan Spieth : `~has_person`: Dallas'}",5110,"sure , he 's an athlete , a professional golfer from winter , texas .",['Winter'],['Dallas'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-HALLUC', 'O', 'O', 'O']",['Contained by'],['do you know who is jordan spieth ?']
2541,['Could you recommend any films starring Jim Varney ?'],Jim has been in so many films . If you like Disney movies you should check out Toy Story & Toy Story 2 .   His voicing was great in those .,assistant,"{'paths': [['Jim Varney', '~starred_actors', 'Toy Story']], 'render': 'Jim Varney starred in Toy Story'}",5493,romantic comedies has been in so many films . if you like tom shadyac movies you should check out martin starr .   his voicing was great in those .,"['Romantic Comedies', 'Martin Starr', 'Tom Shadyac']","['Jim', 'Disney', 'Toy Story & Toy Story 2']","['B-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'O', 'O', 'B-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,
11358,"[""I really like Jorja Fox .    Can you recommend something she 's in ?"", ""She is in Memento . Such a good movie and she 's excellent in it !"", ""I 've heard of that movie .   What genre is it ?"", ""It 's considered a Thriller ."", ""I 'm a big fan of thrillers .   Can you recommend any others ?""]","Sure ! Zodiac , Zipper and Zero Effect are all really cool Thrillers !",assistant,"{'paths': [['Thriller', '~has_genre', 'Zodiac']], 'render': 'Thriller has examples: Zodiac'}",5038,"sure ! robert downey jr. , zipper and zero effect are all really cool thrillers !",['Robert Downey Jr.'],['Zodiac'],"['O', 'O', 'B-HALLUC', 'I-HALLUC', 'I-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",['release_year'],"[""I really like Jorja Fox .    Can you recommend something she 's in ?"", ""She is in Memento . Such a good movie and she 's excellent in it !"", ""I 've heard of that movie .   What genre is it ?"", ""It 's considered a Thriller ."", ""I 'm a big fan of thrillers .   Can you recommend any others ?""]"
8722,['I think Selena Gomez has an awesome voice .'],I agree with you !   I really liked her in   Princess Protection Program . Have you seen it ?,assistant,"{'paths': [['Selena Gomez', '~starred_actors', 'Princess Protection Program']], 'render': 'Selena Gomez starred in Princess Protection Program'}",4508,i agree with you !   i really liked her in   selena gomez . have you seen it ?,['Selena Gomez'],['Princess Protection Program'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O']",['starred_actors'],
13237,"['Do you know anything you could provide to me about a director , Jean - Pierre Jeunet ?']","Sure , Jean - Pierre Jeunet wrote and directed A Very Long Engagement and Micmacs .",assistant,"{'paths': [['Jean-Pierre Jeunet', '~written_by', 'Micmacs'], ['Micmacs', 'starred_actors', 'Omar Sy']], 'render': 'Jean-Pierre Jeunet wrote Micmacs. Micmacs is starring Omar Sy'}",6320,"sure , a clash of kings wrote and directed zoe .","['Zoe', 'A Clash of Kings']","['A Very Long Engagement and Micmacs', 'Jean - Pierre Jeunet']","['O', 'O', 'B-HALLUC', 'I-HALLUC', 'I-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'U-HALLUC', 'O']",['has_genre'],"['Do you know anything you could provide to me about a director , Jean - Pierre Jeunet ?']"
2616,"['The Return of Narnia sounds familiar , what should I know about it ?', 'It is written by C.S. Lewis , a wonderful writer who has written so many treasured books . It was published in 1951 .', ""I think that 's the year that The Voyage of the Dawn Treader was released , too !""]",That is amazing information ! The Illustrated Man and The End of the Affair were also published the same year . It must have been a great period for literary genius !,assistant,"{'paths': [['The Voyage of the Dawn Treader', 'release_year', '1951'], ['1951', '~release_year', 'The End of the Affair']], 'render': 'The Voyage of the Dawn Treader was released 1951. 1951 was the year that released The End of the Affair'}",5617,that is amazing information ! what year were also published thriller . it must have been a great period for literary genius !,"['What year', 'Thriller']","['The Illustrated Man and The End of the Affair', 'the same year']","['O', 'O', 'O', 'O', 'O', 'B-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'U-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,
1928,['How do you like Ariana Grande and her songs ?'],"I really love her , and her music ! She 's been under a lot of heat lately about her two recent boyfriends but I definitely stand by her .   Did you know she is friends with Taylor Swift and Miley Cyrus ?",assistant,"{'paths': [['Ariana Grande', '~Celebrity friend', 'Taylor Swift']], 'render': 'Ariana Grande is a celebrity friend to Taylor Swift'}",4527,"i really love her , and her music ! she 's been under a lot of heat lately about her jane austen recent boyfriends but i definitely stand by her .   did you know she is friends with millions and miley cyrus ?","['millions', 'Jane Austen']","['two', 'Taylor Swift']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-HALLUC', 'O', 'O', 'O', 'O']",,
5534,['Do you know of any movies similar to Monty Python and the Holy Grail ?'],Are you interested in the genre of parody or movies that John Cleese is in ?,assistant,"{'paths': [['Monty Python and the Holy Grail', 'has_genre', 'Parody']], 'render': 'Monty Python and the Holy Grail has genre Parody'}",4491,are you interested in the genre of the men who stare at goats or movies that john cleese is in ?,['The Men Who Stare at Goats'],['Parody'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HALLUC', 'I-HALLUC', 'I-HALLUC', 'I-HALLUC', 'I-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",['has_genre'],
23499,['Do you know anything similar to the movie Monty Python and the Holy Grail ? I just finished watching it and I loved it .'],"Of course ! If you like Parody movies , Dick and Dogma are some good ones to check out .",assistant,"{'paths': [['Monty Python and the Holy Grail', 'has_genre', 'Parody'], ['Parody', '~has_genre', 'Dogma']], 'render': 'Monty Python and the Holy Grail has genre Parody. Parody has examples: Dogma'}",4405,"of course ! if you like parody movies , dick and dogma are some good ones to check out .",,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,['Do you know anything similar to the movie Monty Python and the Holy Grail ? I just finished watching it and I loved it .']
10469,"['Do you know El amor en los tiempos del cólera ?', 'I know that it was written by Gabriel Garcia Marquez and others .', 'Can you recommend more of her books ? I really like her writing style like Relato de un náufrago book .']","No , but I can tell you Love Story was released the same year as El amor , for example .",assistant,"{'paths': [['Relato de un náufrago', 'release_year', '1970'], ['1970', '~release_year', 'Love Story']], 'render': 'Relato de un náufrago was released 1970. 1970 was the year that released Love Story'}",4401,"no , but i can tell you city college of new york was released the same year as el amor , for example .",['City College of New York'],['Love Story'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HALLUC', 'I-HALLUC', 'I-HALLUC', 'I-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",['Sequel'],"['Do you know El amor en los tiempos del cólera ?', 'I know that it was written by Gabriel Garcia Marquez and others .', 'Can you recommend more of her books ? I really like her writing style like Relato de un náufrago book .']"
4851,"['Could you let me know something about this book   The Notebook ?', ""It 's a romance novel written by Nicholas Sparks . Do you like romance ?"", 'Sometimes . Do you know of other Romance Novel examples like   Voyager ,   and the   The Choice ?', 'Yes , Voyager is a romantic novel . Madame Bovary is a romance novel too . Another romance novel is Clockwork angel .', 'Thank you very much for letting me know . How about Dime Store Magic anPride and Prejudice Are they one of that kind too ?']","Yes , Dime Store magic is a romance novel . I do n't know about Pride and Prejudice . Dime Store magic also has the genre of suspense",assistant,"{'paths': [['Dime Store Magic', 'has_genre', 'Romance novel']], 'render': 'Dime Store Magic has genre Romance novel'}",5031,"yes , dime store magic is a romance novel . i do n't know about slaughterhouse 5 and muse . dime store magic also has the genre of suspense","['Muse', 'Slaughterhouse 5']","['Pride', 'Prejudice']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HALLUC', 'L-HALLUC', 'O', 'U-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,
3672,"['Can you recommend books similar to Les Trois Mousquetaires ?', 'Do you like adventure films ?', 'Yes . Can you recommend some adventure films , please ?', 'Les Trois Mousquetaires was a silent adventure film . Where the Wild Things Are and Wanted are two other adventure films that you may enjoy .', 'Who is the writer or director of Where the Wild Things Are ?']","Where the Wild Things are was written by Spike Jonze , Maurice Sendak , and Dave Eggers .",assistant,"{'paths': [['Where the Wild Things Are', 'written_by', 'Spike Jonze']], 'render': 'Where the Wild Things Are is written by Spike Jonze'}",4353,"where the wild things are was written by moonacre , keana , and robots .","['Robots', 'Keana', 'Moonacre']","['Maurice Sendak', 'Spike Jonze', 'Dave Eggers']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-HALLUC', 'O', 'U-HALLUC', 'O', 'O', 'U-HALLUC', 'O']",,
5140,"['Do you like A Little Princess ?', 'Yes ! a beautiful story . I also really enjoyed another similar book called The secret garden']",  What Genre is The Secret Garden ?,user,"{'paths': [['The Secret Garden', 'has_genre', 'Science Fiction']], 'render': 'The Secret Garden has genre Science Fiction'}",4226,  what genre is frances hodgson burnett ?,['Frances Hodgson Burnett'],['The Secret Garden'],"['O', 'O', 'O', 'O', 'B-HALLUC', 'I-HALLUC', 'L-HALLUC', 'O']",['written_by'],
